category,mask_file,orig_H,orig_W,raw_defect_%,tfm_defect_%,raw_px_count,tfm_px_count,signal_ratio
sheet_metal,001_shift_2_mask.png,1056,4224,0.4325,1.0256,19294,1576,2.3711
sheet_metal,001_shift_3_mask.png,1056,4224,0.4325,1.0256,19294,1576,2.3711
sheet_metal,001_underexposed_mask.png,1056,4224,0.4325,1.0256,19294,1576,2.3711
sheet_metal,002_overexposed_mask.png,1056,4224,0.2814,0.8102,12550,1245,2.8797
sheet_metal,002_regular_mask.png,1056,4224,0.2814,0.8102,12550,1245,2.8797
sheet_metal,002_shift_1_mask.png,1056,4224,0.2814,0.8102,12550,1245,2.8797
sheet_metal,002_shift_2_mask.png,1056,4224,0.2814,0.8102,12550,1245,2.8797
sheet_metal,002_shift_3_mask.png,1056,4224,0.2814,0.8102,12550,1245,2.8797
sheet_metal,002_underexposed_mask.png,1056,4224,0.2814,0.8102,12550,1245,2.8797
sheet_metal,003_overexposed_mask.png,1056,4224,0.1629,0.9352,7264,1437,5.7424
sheet_metal,003_regular_mask.png,1056,4224,0.1629,0.9352,7264,1437,5.7424
sheet_metal,003_shift_1_mask.png,1056,4224,0.159,0.9332,7091,1434,5.8703
sheet_metal,003_shift_2_mask.png,1056,4224,0.159,0.9332,7091,1434,5.8703
sheet_metal,003_shift_3_mask.png,1056,4224,0.159,0.9332,7091,1434,5.8703
sheet_metal,003_underexposed_mask.png,1056,4224,0.1629,0.9352,7264,1437,5.7424
sheet_metal,004_overexposed_mask.png,1056,4224,1.6799,3.0768,74934,4728,1.8315
sheet_metal,004_regular_mask.png,1056,4224,1.6799,3.0768,74934,4728,1.8315
sheet_metal,004_shift_1_mask.png,1056,4224,1.6799,3.0768,74934,4728,1.8315
sheet_metal,004_shift_2_mask.png,1056,4224,1.6799,3.0768,74934,4728,1.8315
sheet_metal,004_shift_3_mask.png,1056,4224,1.6799,3.0768,74934,4728,1.8315
sheet_metal,004_underexposed_mask.png,1056,4224,1.6799,3.0768,74934,4728,1.8315
sheet_metal,005_overexposed_mask.png,1056,4224,0.346,1.1701,15432,1798,3.3821
sheet_metal,005_regular_mask.png,1056,4224,0.346,1.1701,15432,1798,3.3821
sheet_metal,005_shift_1_mask.png,1056,4224,0.346,1.1701,15432,1798,3.3821
sheet_metal,005_shift_2_mask.png,1056,4224,0.346,1.1701,15432,1798,3.3821
sheet_metal,005_shift_3_mask.png,1056,4224,0.346,1.1701,15432,1798,3.3821
sheet_metal,005_underexposed_mask.png,1056,4224,0.346,1.1701,15432,1798,3.3821
sheet_metal,006_overexposed_mask.png,1056,4224,0.0964,0.3599,4302,553,3.7314
sheet_metal,006_regular_mask.png,1056,4224,0.0964,0.3599,4302,553,3.7314
sheet_metal,006_shift_1_mask.png,1056,4224,0.0964,0.3599,4302,553,3.7314
sheet_metal,006_shift_2_mask.png,1056,4224,0.0964,0.3599,4302,553,3.7314
sheet_metal,006_shift_3_mask.png,1056,4224,0.0964,0.3599,4302,553,3.7314
sheet_metal,006_underexposed_mask.png,1056,4224,0.0964,0.3599,4302,553,3.7314
sheet_metal,007_overexposed_mask.png,1056,4224,0.687,1.3074,30645,2009,1.903
sheet_metal,007_regular_mask.png,1056,4224,0.687,1.3074,30645,2009,1.903
sheet_metal,007_shift_1_mask.png,1056,4224,0.687,1.3074,30645,2009,1.903
sheet_metal,007_shift_2_mask.png,1056,4224,0.687,1.3074,30645,2009,1.903
sheet_metal,007_shift_3_mask.png,1056,4224,0.687,1.3074,30645,2009,1.903
sheet_metal,007_underexposed_mask.png,1056,4224,0.687,1.3074,30645,2009,1.903
sheet_metal,008_overexposed_mask.png,1056,4224,0.0854,0.4256,3809,654,4.9841
sheet_metal,008_regular_mask.png,1056,4224,0.0854,0.4256,3809,654,4.9841
sheet_metal,008_shift_1_mask.png,1056,4224,0.0854,0.4256,3809,654,4.9841
sheet_metal,008_shift_2_mask.png,1056,4224,0.0854,0.4256,3809,654,4.9841
sheet_metal,008_shift_3_mask.png,1056,4224,0.0854,0.4256,3809,654,4.9841
sheet_metal,008_underexposed_mask.png,1056,4224,0.0854,0.4256,3809,654,4.9841
sheet_metal,009_overexposed_mask.png,1056,4224,0.2464,1.2788,10989,1965,5.1906
sheet_metal,009_regular_mask.png,1056,4224,0.2464,1.2788,10989,1965,5.1906
sheet_metal,009_shift_1_mask.png,1056,4224,0.2464,1.2788,10989,1965,5.1906
sheet_metal,009_shift_2_mask.png,1056,4224,0.2464,1.2788,10989,1965,5.1906
sheet_metal,009_shift_3_mask.png,1056,4224,0.2464,1.2788,10989,1965,5.1906
sheet_metal,009_underexposed_mask.png,1056,4224,0.2464,1.2788,10989,1965,5.1906
sheet_metal,010_overexposed_mask.png,1056,4224,0.1798,1.0139,8020,1558,5.6391
sheet_metal,010_regular_mask.png,1056,4224,0.1798,1.0139,8020,1558,5.6391
sheet_metal,010_shift_1_mask.png,1056,4224,0.1772,0.9892,7902,1520,5.5837
sheet_metal,010_shift_2_mask.png,1056,4224,0.1772,0.9892,7902,1520,5.5837
sheet_metal,010_shift_3_mask.png,1056,4224,0.1772,0.9892,7902,1520,5.5837
sheet_metal,010_underexposed_mask.png,1056,4224,0.1798,1.0139,8020,1558,5.6391
sheet_metal,011_overexposed_mask.png,1056,4224,0.0127,0.0351,568,54,2.7597
sheet_metal,011_regular_mask.png,1056,4224,0.0127,0.0351,568,54,2.7597
sheet_metal,011_shift_1_mask.png,1056,4224,0.0127,0.0351,568,54,2.7597
sheet_metal,011_shift_2_mask.png,1056,4224,0.0127,0.0351,568,54,2.7597
sheet_metal,011_shift_3_mask.png,1056,4224,0.0127,0.0351,568,54,2.7597
sheet_metal,011_underexposed_mask.png,1056,4224,0.0127,0.0351,568,54,2.7597
sheet_metal,012_overexposed_mask.png,1056,4224,0.0117,0.0332,520,51,2.847
sheet_metal,012_regular_mask.png,1056,4224,0.0117,0.0332,520,51,2.847
sheet_metal,012_shift_1_mask.png,1056,4224,0.0117,0.0332,520,51,2.847
sheet_metal,012_shift_2_mask.png,1056,4224,0.0117,0.0332,520,51,2.847
sheet_metal,012_shift_3_mask.png,1056,4224,0.0117,0.0332,520,51,2.847
sheet_metal,012_underexposed_mask.png,1056,4224,0.0117,0.0332,520,51,2.847
sheet_metal,013_overexposed_mask.png,1056,4224,4.1148,5.1626,183542,7933,1.2546
sheet_metal,013_regular_mask.png,1056,4224,4.1148,5.1626,183542,7933,1.2546
sheet_metal,013_shift_1_mask.png,1056,4224,4.1148,5.1626,183542,7933,1.2546
sheet_metal,013_shift_2_mask.png,1056,4224,4.1148,5.1626,183542,7933,1.2546
sheet_metal,013_shift_3_mask.png,1056,4224,4.1148,5.1626,183542,7933,1.2546
sheet_metal,013_underexposed_mask.png,1056,4224,4.1148,5.1626,183542,7933,1.2546
sheet_metal,014_overexposed_mask.png,1056,4224,0.0808,0.1796,3603,276,2.2236
sheet_metal,014_regular_mask.png,1056,4224,0.0808,0.1796,3603,276,2.2236
sheet_metal,014_shift_1_mask.png,1056,4224,0.0796,0.179,3552,275,2.2474
sheet_metal,014_shift_2_mask.png,1056,4224,0.0796,0.179,3552,275,2.2474
sheet_metal,014_shift_3_mask.png,1056,4224,0.0796,0.179,3552,275,2.2474
sheet_metal,014_underexposed_mask.png,1056,4224,0.0808,0.1796,3603,276,2.2236
vial,000_overexposed_mask.png,1900,1400,1.0736,1.6165,28559,2484,1.5056
vial,000_regular_mask.png,1900,1400,1.0735,1.6289,28554,2503,1.5174
vial,000_shift_1_mask.png,1900,1400,1.0739,1.6172,28565,2485,1.5059
vial,000_shift_2_mask.png,1900,1400,1.0739,1.6172,28565,2485,1.5059
vial,000_shift_3_mask.png,1900,1400,1.0736,1.6165,28559,2484,1.5056
vial,000_shift_4_mask.png,1900,1400,1.0736,1.6165,28559,2484,1.5056
vial,000_underexposed_mask.png,1900,1400,1.0512,1.5872,27963,2439,1.5099
vial,001_overexposed_mask.png,1900,1400,0.8307,1.1981,22097,1841,1.4422
vial,001_regular_mask.png,1900,1400,0.8307,1.1981,22097,1841,1.4422
vial,001_shift_1_mask.png,1900,1400,0.8307,1.1981,22097,1841,1.4422
vial,001_shift_2_mask.png,1900,1400,0.8307,1.1981,22097,1841,1.4422
vial,001_shift_3_mask.png,1900,1400,0.8307,1.1981,22097,1841,1.4422
vial,001_shift_4_mask.png,1900,1400,0.8307,1.1981,22097,1841,1.4422
vial,001_underexposed_mask.png,1900,1400,0.8307,1.1981,22097,1841,1.4422
vial,002_overexposed_mask.png,1900,1400,0.8462,1.2352,22510,1898,1.4596
vial,002_regular_mask.png,1900,1400,0.8462,1.2352,22510,1898,1.4596
vial,002_shift_1_mask.png,1900,1400,0.8462,1.2352,22510,1898,1.4596
vial,002_shift_2_mask.png,1900,1400,0.8462,1.2352,22510,1898,1.4596
vial,002_shift_3_mask.png,1900,1400,0.8462,1.2352,22510,1898,1.4596
vial,002_shift_4_mask.png,1900,1400,0.8462,1.2352,22510,1898,1.4596
vial,002_underexposed_mask.png,1900,1400,0.8462,1.2352,22510,1898,1.4596
vial,003_overexposed_mask.png,1900,1400,1.2477,1.9126,33189,2939,1.5329
vial,003_regular_mask.png,1900,1400,1.2463,1.91,33152,2935,1.5325
vial,003_shift_1_mask.png,1900,1400,1.2529,1.912,33327,2938,1.526
vial,003_shift_2_mask.png,1900,1400,1.2509,1.912,33274,2938,1.5285
vial,003_shift_3_mask.png,1900,1400,1.2483,1.9152,33206,2943,1.5342
vial,003_shift_4_mask.png,1900,1400,1.2489,1.9172,33221,2946,1.5351
vial,003_underexposed_mask.png,1900,1400,1.2487,1.9081,33215,2932,1.5281
vial,004_overexposed_mask.png,1900,1400,0.8789,1.3887,23380,2134,1.58
vial,004_regular_mask.png,1900,1400,0.8789,1.3887,23380,2134,1.58
vial,004_shift_1_mask.png,1900,1400,0.8789,1.3887,23380,2134,1.58
vial,004_shift_2_mask.png,1900,1400,0.8789,1.3887,23380,2134,1.58
vial,004_shift_3_mask.png,1900,1400,0.8789,1.3887,23380,2134,1.58
vial,004_shift_4_mask.png,1900,1400,0.8789,1.3887,23380,2134,1.58
vial,004_underexposed_mask.png,1900,1400,0.8789,1.3887,23380,2134,1.58
vial,005_overexposed_mask.png,1900,1400,4.3433,6.0118,115531,9238,1.3842
vial,005_regular_mask.png,1900,1400,4.3433,6.0118,115531,9238,1.3842
vial,005_shift_1_mask.png,1900,1400,4.3433,6.0118,115531,9238,1.3842
vial,005_shift_2_mask.png,1900,1400,4.3433,6.0118,115531,9238,1.3842
vial,005_shift_3_mask.png,1900,1400,4.3433,6.0118,115531,9238,1.3842
vial,005_shift_4_mask.png,1900,1400,4.3433,6.0118,115531,9238,1.3842
vial,005_underexposed_mask.png,1900,1400,4.3433,6.0118,115531,9238,1.3842
vial,006_overexposed_mask.png,1900,1400,0.5491,0.8863,14606,1362,1.6142
vial,006_regular_mask.png,1900,1400,0.5491,0.8863,14606,1362,1.6142
vial,006_shift_1_mask.png,1900,1400,0.5491,0.8863,14606,1362,1.6142
vial,006_shift_2_mask.png,1900,1400,0.5491,0.8863,14606,1362,1.6142
vial,006_shift_3_mask.png,1900,1400,0.5491,0.8863,14606,1362,1.6142
vial,006_shift_4_mask.png,1900,1400,0.5491,0.8863,14606,1362,1.6142
vial,006_underexposed_mask.png,1900,1400,0.5491,0.8863,14606,1362,1.6142
vial,007_overexposed_mask.png,1900,1400,0.4538,0.7171,12072,1102,1.5802
vial,007_regular_mask.png,1900,1400,0.4538,0.7171,12072,1102,1.5802
vial,007_shift_1_mask.png,1900,1400,0.4525,0.7093,12036,1090,1.5677
vial,007_shift_2_mask.png,1900,1400,0.4518,0.708,12019,1088,1.567
vial,007_shift_3_mask.png,1900,1400,0.4537,0.7106,12068,1092,1.5664
vial,007_shift_4_mask.png,1900,1400,0.4528,0.7152,12044,1099,1.5796
vial,007_underexposed_mask.png,1900,1400,0.4548,0.7093,12099,1090,1.5595
vial,008_overexposed_mask.png,1900,1400,12.9688,17.3521,344970,26664,1.338
vial,008_regular_mask.png,1900,1400,12.9688,17.3521,344970,26664,1.338
vial,008_shift_1_mask.png,1900,1400,12.9688,17.3521,344970,26664,1.338
vial,008_shift_2_mask.png,1900,1400,12.9688,17.3521,344970,26664,1.338
vial,008_shift_3_mask.png,1900,1400,12.9688,17.3521,344970,26664,1.338
vial,008_shift_4_mask.png,1900,1400,12.9688,17.3521,344970,26664,1.338
vial,008_underexposed_mask.png,1900,1400,12.9688,17.3521,344970,26664,1.338
vial,009_overexposed_mask.png,1900,1400,1.4807,2.1436,39386,3294,1.4477
vial,009_regular_mask.png,1900,1400,1.4807,2.1436,39386,3294,1.4477
vial,009_shift_1_mask.png,1900,1400,1.4807,2.1436,39386,3294,1.4477
vial,009_shift_2_mask.png,1900,1400,1.4789,2.1397,39338,3288,1.4469
vial,009_shift_3_mask.png,1900,1400,1.4807,2.1436,39386,3294,1.4477
vial,009_shift_4_mask.png,1900,1400,1.4792,2.1397,39348,3288,1.4465
vial,009_underexposed_mask.png,1900,1400,1.4807,2.1436,39386,3294,1.4477
vial,010_overexposed_mask.png,1900,1400,0.3811,0.574,10138,882,1.506
vial,010_regular_mask.png,1900,1400,0.373,0.561,9921,862,1.504
vial,010_shift_1_mask.png,1900,1400,0.3815,0.5772,10148,887,1.513
vial,010_shift_2_mask.png,1900,1400,0.3815,0.5759,10148,885,1.5096
vial,010_shift_3_mask.png,1900,1400,0.3815,0.5759,10148,885,1.5096
vial,010_shift_4_mask.png,1900,1400,0.3815,0.5759,10148,885,1.5096
vial,010_underexposed_mask.png,1900,1400,0.3788,0.5714,10076,878,1.5084
vial,011_overexposed_mask.png,1900,1400,0.2113,0.3397,5621,522,1.6076
vial,011_regular_mask.png,1900,1400,0.2113,0.3397,5621,522,1.6076
vial,011_shift_1_mask.png,1900,1400,0.2113,0.3397,5621,522,1.6076
vial,011_shift_2_mask.png,1900,1400,0.2113,0.3397,5621,522,1.6076
vial,011_shift_3_mask.png,1900,1400,0.2113,0.3397,5621,522,1.6076
vial,011_shift_4_mask.png,1900,1400,0.2113,0.3397,5621,522,1.6076
vial,011_underexposed_mask.png,1900,1400,0.2113,0.3397,5621,522,1.6076
vial,012_overexposed_mask.png,1900,1400,9.6595,12.9523,256944,19903,1.3409
vial,012_regular_mask.png,1900,1400,9.6595,12.9523,256944,19903,1.3409
vial,012_shift_1_mask.png,1900,1400,9.6595,12.9523,256944,19903,1.3409
vial,012_shift_2_mask.png,1900,1400,9.6595,12.9523,256944,19903,1.3409
vial,012_shift_3_mask.png,1900,1400,9.6356,12.9217,256308,19856,1.341
vial,012_shift_4_mask.png,1900,1400,9.6356,12.9217,256308,19856,1.341
vial,012_underexposed_mask.png,1900,1400,9.6356,12.9217,256308,19856,1.341
vial,013_overexposed_mask.png,1900,1400,4.8659,6.593,129434,10131,1.3549
vial,013_regular_mask.png,1900,1400,4.8659,6.593,129434,10131,1.3549
vial,013_shift_1_mask.png,1900,1400,4.8659,6.593,129434,10131,1.3549
vial,013_shift_2_mask.png,1900,1400,4.8659,6.593,129434,10131,1.3549
vial,013_shift_3_mask.png,1900,1400,4.8659,6.593,129434,10131,1.3549
vial,013_shift_4_mask.png,1900,1400,4.8659,6.593,129434,10131,1.3549
vial,013_underexposed_mask.png,1900,1400,4.8659,6.593,129434,10131,1.3549
vial,014_overexposed_mask.png,1900,1400,2.7044,3.4231,71937,5260,1.2657
vial,014_regular_mask.png,1900,1400,2.7044,3.4231,71937,5260,1.2657
vial,014_shift_1_mask.png,1900,1400,2.7044,3.4231,71937,5260,1.2657
vial,014_shift_2_mask.png,1900,1400,2.7044,3.4231,71937,5260,1.2657
vial,014_shift_3_mask.png,1900,1400,2.7044,3.4231,71937,5260,1.2657
vial,014_shift_4_mask.png,1900,1400,2.7044,3.4231,71937,5260,1.2657
vial,014_underexposed_mask.png,1900,1400,2.7044,3.4231,71937,5260,1.2657
wallplugs,000_overexposed_mask.png,2048,2448,0.3966,0.5974,19884,918,1.5063
wallplugs,000_regular_mask.png,2048,2448,0.3966,0.5974,19884,918,1.5063
wallplugs,000_shift_1_mask.png,2048,2448,0.3966,0.5974,19884,918,1.5063
wallplugs,000_shift_2_mask.png,2048,2448,0.3966,0.5974,19884,918,1.5063
wallplugs,000_shift_3_mask.png,2048,2448,0.3966,0.5974,19884,918,1.5063
wallplugs,000_underexposed_mask.png,2048,2448,0.3966,0.5974,19884,918,1.5063
wallplugs,001_overexposed_mask.png,2048,2448,0.0385,0.1015,1928,156,2.6399
wallplugs,001_regular_mask.png,2048,2448,0.0385,0.1015,1928,156,2.6399
wallplugs,001_shift_1_mask.png,2048,2448,0.0385,0.1015,1928,156,2.6399
wallplugs,001_shift_2_mask.png,2048,2448,0.0385,0.1015,1928,156,2.6399
wallplugs,001_shift_3_mask.png,2048,2448,0.0385,0.1015,1928,156,2.6399
wallplugs,001_underexposed_mask.png,2048,2448,0.0385,0.1015,1928,156,2.6399
wallplugs,002_overexposed_mask.png,2048,2448,0.0046,0.0247,232,38,5.344
wallplugs,002_regular_mask.png,2048,2448,0.0046,0.0247,232,38,5.344
wallplugs,002_shift_1_mask.png,2048,2448,0.0046,0.0247,232,38,5.344
wallplugs,002_shift_2_mask.png,2048,2448,0.0046,0.0247,232,38,5.344
wallplugs,002_shift_3_mask.png,2048,2448,0.0046,0.0247,232,38,5.344
wallplugs,002_underexposed_mask.png,2048,2448,0.0046,0.0247,232,38,5.344
wallplugs,003_overexposed_mask.png,2048,2448,0.142,0.2518,7121,387,1.7731
wallplugs,003_regular_mask.png,2048,2448,0.142,0.2518,7121,387,1.7731
wallplugs,003_shift_1_mask.png,2048,2448,0.1409,0.2505,7066,385,1.7777
wallplugs,003_shift_2_mask.png,2048,2448,0.142,0.2518,7121,387,1.7731
wallplugs,003_shift_3_mask.png,2048,2448,0.1407,0.2505,7052,385,1.7812
wallplugs,003_underexposed_mask.png,2048,2448,0.142,0.2518,7121,387,1.7731
wallplugs,004_overexposed_mask.png,2048,2448,0.0112,0.0345,562,53,3.0769
wallplugs,004_regular_mask.png,2048,2448,0.0112,0.0345,562,53,3.0769
wallplugs,004_shift_1_mask.png,2048,2448,0.0126,0.0358,631,55,2.8438
wallplugs,004_shift_2_mask.png,2048,2448,0.0126,0.0358,631,55,2.8438
wallplugs,004_shift_3_mask.png,2048,2448,0.0126,0.0358,631,55,2.8438
wallplugs,004_underexposed_mask.png,2048,2448,0.0112,0.0345,562,53,3.0769
wallplugs,005_overexposed_mask.png,2048,2448,0.036,0.0833,1803,128,2.3162
wallplugs,005_regular_mask.png,2048,2448,0.036,0.0833,1803,128,2.3162
wallplugs,005_shift_1_mask.png,2048,2448,0.036,0.0833,1803,128,2.3162
wallplugs,005_shift_2_mask.png,2048,2448,0.036,0.0833,1803,128,2.3162
wallplugs,005_shift_3_mask.png,2048,2448,0.036,0.0833,1803,128,2.3162
wallplugs,005_underexposed_mask.png,2048,2448,0.036,0.0833,1803,128,2.3162
wallplugs,006_overexposed_mask.png,2048,2448,0.3095,0.0332,15518,51,0.1072
wallplugs,006_regular_mask.png,2048,2448,0.3095,0.0332,15518,51,0.1072
wallplugs,006_shift_1_mask.png,2048,2448,0.3095,0.0332,15518,51,0.1072
wallplugs,006_shift_2_mask.png,2048,2448,0.3095,0.0332,15518,51,0.1072
wallplugs,006_shift_3_mask.png,2048,2448,0.3095,0.0332,15518,51,0.1072
wallplugs,006_underexposed_mask.png,2048,2448,0.3095,0.0332,15518,51,0.1072
wallplugs,007_overexposed_mask.png,2048,2448,0.0056,0.0176,281,27,3.1349
wallplugs,007_regular_mask.png,2048,2448,0.0056,0.0176,281,27,3.1349
wallplugs,007_shift_1_mask.png,2048,2448,0.0056,0.0176,281,27,3.1349
wallplugs,007_shift_2_mask.png,2048,2448,0.0056,0.0176,281,27,3.1349
wallplugs,007_shift_3_mask.png,2048,2448,0.0056,0.0176,281,27,3.1349
wallplugs,007_underexposed_mask.png,2048,2448,0.0056,0.0176,281,27,3.1349
wallplugs,008_overexposed_mask.png,2048,2448,0.0342,0.0703,1713,108,2.057
wallplugs,008_regular_mask.png,2048,2448,0.0342,0.0703,1713,108,2.057
wallplugs,008_shift_1_mask.png,2048,2448,0.0344,0.0709,1723,109,2.064
wallplugs,008_shift_2_mask.png,2048,2448,0.0369,0.0716,1852,110,1.9379
wallplugs,008_shift_3_mask.png,2048,2448,0.0342,0.0703,1716,108,2.0534
wallplugs,008_underexposed_mask.png,2048,2448,0.0342,0.0703,1713,108,2.057
wallplugs,009_overexposed_mask.png,2048,2448,0.0255,0.0534,1279,82,2.0918
wallplugs,009_regular_mask.png,2048,2448,0.0255,0.0534,1279,82,2.0918
wallplugs,009_shift_1_mask.png,2048,2448,0.0255,0.0534,1279,82,2.0918
wallplugs,009_shift_2_mask.png,2048,2448,0.0255,0.0534,1279,82,2.0918
wallplugs,009_shift_3_mask.png,2048,2448,0.0255,0.0534,1279,82,2.0918
wallplugs,009_underexposed_mask.png,2048,2448,0.0255,0.0534,1279,82,2.0918
wallplugs,010_overexposed_mask.png,2048,2448,1.3791,1.7297,69140,2658,1.2543
wallplugs,010_regular_mask.png,2048,2448,1.3791,1.7297,69140,2658,1.2543
wallplugs,010_shift_1_mask.png,2048,2448,1.3791,1.7297,69140,2658,1.2543
wallplugs,010_shift_2_mask.png,2048,2448,1.3791,1.7297,69140,2658,1.2543
wallplugs,010_shift_3_mask.png,2048,2448,1.3791,1.7297,69140,2658,1.2543
wallplugs,010_underexposed_mask.png,2048,2448,1.3791,1.7297,69140,2658,1.2543
wallplugs,011_overexposed_mask.png,2048,2448,0.0907,0.069,4546,106,0.7608
wallplugs,011_regular_mask.png,2048,2448,0.0907,0.069,4546,106,0.7608
wallplugs,011_shift_1_mask.png,2048,2448,0.0907,0.069,4546,106,0.7608
wallplugs,011_shift_2_mask.png,2048,2448,0.0907,0.069,4546,106,0.7608
wallplugs,011_shift_3_mask.png,2048,2448,0.0907,0.069,4546,106,0.7608
wallplugs,011_underexposed_mask.png,2048,2448,0.0907,0.069,4546,106,0.7608
wallplugs,012_overexposed_mask.png,2048,2448,1.4732,2.0903,73859,3212,1.4189
wallplugs,012_regular_mask.png,2048,2448,1.4732,2.0903,73859,3212,1.4189
wallplugs,012_shift_1_mask.png,2048,2448,1.4732,2.0903,73859,3212,1.4189
wallplugs,012_shift_2_mask.png,2048,2448,1.4732,2.0903,73859,3212,1.4189
wallplugs,012_shift_3_mask.png,2048,2448,1.4732,2.0903,73859,3212,1.4189
wallplugs,012_underexposed_mask.png,2048,2448,1.4732,2.0903,73859,3212,1.4189
wallplugs,013_overexposed_mask.png,2048,2448,0.0509,0.1022,2550,157,2.0088
wallplugs,013_regular_mask.png,2048,2448,0.0509,0.1022,2550,157,2.0088
wallplugs,013_shift_1_mask.png,2048,2448,0.0509,0.1022,2550,157,2.0088
wallplugs,013_shift_2_mask.png,2048,2448,0.0509,0.1022,2550,157,2.0088
wallplugs,013_shift_3_mask.png,2048,2448,0.0509,0.1022,2550,157,2.0088
wallplugs,013_underexposed_mask.png,2048,2448,0.0509,0.1022,2550,157,2.0088
wallplugs,014_overexposed_mask.png,2048,2448,0.0379,0.0774,1899,119,2.0445
wallplugs,014_regular_mask.png,2048,2448,0.0379,0.0774,1899,119,2.0445
wallplugs,014_shift_1_mask.png,2048,2448,0.0379,0.0774,1899,119,2.0445
wallplugs,014_shift_2_mask.png,2048,2448,0.0379,0.0774,1899,119,2.0445
wallplugs,014_shift_3_mask.png,2048,2448,0.0379,0.0774,1899,119,2.0445
wallplugs,014_underexposed_mask.png,2048,2448,0.0379,0.0774,1899,119,2.0445
walnuts,000_overexposed_mask.png,2048,2448,0.2475,0.3866,12406,594,1.5622
walnuts,000_regular_mask.png,2048,2448,0.2475,0.3866,12406,594,1.5622
walnuts,000_shift_1_mask.png,2048,2448,0.2475,0.3866,12406,594,1.5622
walnuts,000_shift_2_mask.png,2048,2448,0.2475,0.3866,12406,594,1.5622
walnuts,000_shift_3_mask.png,2048,2448,0.2475,0.3866,12406,594,1.5622
walnuts,000_underexposed_mask.png,2048,2448,0.2475,0.3866,12406,594,1.5622
walnuts,001_overexposed_mask.png,2048,2448,2.9347,3.0684,147132,4715,1.0455
walnuts,001_regular_mask.png,2048,2448,2.9347,3.0684,147132,4715,1.0455
walnuts,001_shift_1_mask.png,2048,2448,2.9347,3.0684,147132,4715,1.0455
walnuts,001_shift_2_mask.png,2048,2448,2.9347,3.0684,147132,4715,1.0455
walnuts,001_shift_3_mask.png,2048,2448,2.9347,3.0684,147132,4715,1.0455
walnuts,001_underexposed_mask.png,2048,2448,2.9347,3.0684,147132,4715,1.0455
walnuts,002_overexposed_mask.png,2048,2448,1.1682,2.0701,58569,3181,1.772
walnuts,002_regular_mask.png,2048,2448,1.1682,2.0701,58569,3181,1.772
walnuts,002_shift_1_mask.png,2048,2448,1.1682,2.0701,58569,3181,1.772
walnuts,002_shift_2_mask.png,2048,2448,1.1682,2.0701,58569,3181,1.772
walnuts,002_shift_3_mask.png,2048,2448,1.1682,2.0701,58569,3181,1.772
walnuts,002_underexposed_mask.png,2048,2448,1.1682,2.0701,58569,3181,1.772
walnuts,003_overexposed_mask.png,2048,2448,0.0267,0.0573,1340,88,2.1426
walnuts,003_regular_mask.png,2048,2448,0.0267,0.0573,1340,88,2.1426
walnuts,003_shift_1_mask.png,2048,2448,0.0267,0.0573,1340,88,2.1426
walnuts,003_shift_2_mask.png,2048,2448,0.0267,0.0573,1340,88,2.1426
walnuts,003_shift_3_mask.png,2048,2448,0.0267,0.0573,1340,88,2.1426
walnuts,003_underexposed_mask.png,2048,2448,0.0267,0.0573,1340,88,2.1426
walnuts,004_overexposed_mask.png,2048,2448,6.1547,8.6396,308567,13276,1.4037
walnuts,004_regular_mask.png,2048,2448,6.1547,8.6396,308567,13276,1.4037
walnuts,004_shift_1_mask.png,2048,2448,6.1547,8.6396,308567,13276,1.4037
walnuts,004_shift_2_mask.png,2048,2448,6.1547,8.6396,308567,13276,1.4037
walnuts,004_shift_3_mask.png,2048,2448,6.1547,8.6396,308567,13276,1.4037
walnuts,004_underexposed_mask.png,2048,2448,6.1547,8.6396,308567,13276,1.4037
walnuts,005_overexposed_mask.png,2048,2448,0.0393,0.1015,1971,156,2.5823
walnuts,005_regular_mask.png,2048,2448,0.0393,0.1015,1971,156,2.5823
walnuts,005_shift_1_mask.png,2048,2448,0.0393,0.1015,1971,156,2.5823
walnuts,005_shift_2_mask.png,2048,2448,0.0393,0.1015,1971,156,2.5823
walnuts,005_shift_3_mask.png,2048,2448,0.0393,0.1015,1971,156,2.5823
walnuts,005_underexposed_mask.png,2048,2448,0.0393,0.1015,1971,156,2.5823
walnuts,006_overexposed_mask.png,2048,2448,1.1396,1.6803,57132,2582,1.4745
walnuts,006_regular_mask.png,2048,2448,1.1396,1.6803,57132,2582,1.4745
walnuts,006_shift_1_mask.png,2048,2448,1.1396,1.6803,57132,2582,1.4745
walnuts,006_shift_2_mask.png,2048,2448,1.1396,1.6803,57132,2582,1.4745
walnuts,006_shift_3_mask.png,2048,2448,1.1396,1.6803,57132,2582,1.4745
walnuts,006_underexposed_mask.png,2048,2448,1.1396,1.6803,57132,2582,1.4745
walnuts,007_overexposed_mask.png,2048,2448,1.5268,2.3252,76546,3573,1.5229
walnuts,007_regular_mask.png,2048,2448,1.5268,2.3252,76546,3573,1.5229
walnuts,007_shift_1_mask.png,2048,2448,1.5268,2.3252,76546,3573,1.5229
walnuts,007_shift_2_mask.png,2048,2448,1.5268,2.3252,76546,3573,1.5229
walnuts,007_shift_3_mask.png,2048,2448,1.5268,2.3252,76546,3573,1.5229
walnuts,007_underexposed_mask.png,2048,2448,1.5268,2.3252,76546,3573,1.5229
